isAS,pseudo,nb_abonne,type_contenu
430,wvynollm5,636751,LGBTQ+
243,evandalem6,538351,K-pop
316,lridelm7,987213,Beyoncé
366,jbroadfootm8,80157,Partis politiques
298,bpaolaccim9,494350,Rock
191,rratema,238842,Fact-checking
117,vlandsbergmb,751046,Travis Scott
218,cmilbornmc,739979,Beyoncé
332,agilfordmd,190304,LGBTQ+
409,fkewishme,304941,Électro
419,btunniclissemf,962837,Rock
446,vlowrancemg,910325,Football
114,awaitlandmh,118260,Zemmouriens
198,dmowettmi,727354,OM
233,rkermittmj,428487,Illustration
544,rpilleymk,660732,HBO
77,aberfootml,814180,Rap français
549,ebarnwillemm,899986,Mèmes
165,khordellmn,630890,Culture populaire
426,dtunnicliffemo,202969,OM
282,tcockburnmp,636656,Rap français
535,mdoughtymq,342306,Histoire
119,whendinmr,661136,Politique
5,cmchirriems,521505,IA
297,mvainmt,355284,Threads
263,acutchiemu,135184,Illustration
106,kdevillemv,202719,Manga
361,swarrillowmw,371338,Beyoncé
278,cnattrissmx,537327,Anime
64,nwaggattmy,957295,PSG
435,pheysmz,478440,Real Madrid
330,ngrumleyn0,830045,Photographie
529,bpendergastn1,11684,Aya Nakamura
288,gleonn2,223925,Dev Twitter
428,edelafieldn3,622531,Journalisme indépendant
240,lrubinekn4,505388,Football
310,npeinken5,572736,Rap français
495,bgilbanen6,55138,Football
165,aswindelln7,354862,Histoire
123,iyellandn8,683325,Influenceurs
132,aropern9,843499,Elon Musk
1,jfrankelna,342270,Crypto
208,imeedendorpenb,429024,Philosophie
337,jritchmannc,851350,Rock
8,lparffreynd,888358,Électro
216,zcornnerne,201857,LGBTQ+
428,ldelislenf,503924,Tatouage
136,lsygroveng,661670,Shitpost
116,bglennh,564423,Beyoncé
341,scurrmni,948377,Manga
63,bmacbreartynj,101875,Photographie
456,kmcgheenk,42894,OM
32,sjohnceynl,177591,Partis politiques
75,ndanksnm,269569,Crypto
37,hbilbynn,758871,The Office
268,lwhittakerno,773141,LGBTQ+
199,lmattausnp,680911,Culture populaire
174,ewantlingnq,395333,Elon Musk
283,hbelverstonenr,239446,Information
235,pandrewarthans,377833,Histoire
244,mscholefieldnt,958734,The Office
26,pwassungnu,891138,LGBTQ+
87,vmakinnv,314699,IA
370,frichardotnw,817619,Rock
49,nbyresnx,12316,HBO
291,capflerny,749368,Dev Twitter
504,aquinceenz,464388,Politique
314,tbrayneo0,196470,Politique
379,ebloomfieldo1,955673,Anime
224,rblaymireso2,517651,Information
64,minkstero3,788815,Technologie
230,dmonteo4,729569,K-pop
46,educkerso5,757511,IA
469,pnucciottio6,811978,Féminisme
532,glarcombeo7,667375,Crypto
533,kenniono8,231219,YouTube
415,jtomankiewiczo9,127087,Travis Scott
207,jreitenbachoa,479846,Netflix
80,karborob,472206,Mèmes
395,lgrumbridgeoc,723472,HBO
98,dquinnetod,495788,Histoire
409,ayetmanoe,380566,Netflix
321,bmacduffof,989064,Manga
197,jrickellog,840721,Tatouage
331,achrestienoh,383693,Beyoncé
12,nkeverenoi,335866,Mèmes
434,bcarlonoj,855047,Politique
536,ggennyok,74891,BTS
409,mneavesol,156243,Journalisme indépendant
540,lweddeburnscrimgeourom,911609,Illustration
295,bsawkinon,504354,Real Madrid
515,tloosoo,940341,Threads
545,kyappop,129870,HBO
256,vcornalloq,636471,Influenceurs
399,maytonor,772544,Crypto
294,candrenos,513092,PSG
301,hbengallot,888174,Shitpost
85,blidgateou,507276,Manga
491,dharpurov,793922,Histoire
96,chumbellow,357139,Partis politiques
369,rdarrelox,285693,Influenceurs
452,awinnisteroy,826717,Rap US
3,wthoresbieoz,800857,Mode
22,fjeffreep0,594721,Cinéma
393,cmechemp1,702851,Influenceurs
539,lbrunsenp2,791803,BTS
518,simlinp3,451832,Tatouage
509,madnamsp4,874264,Féminisme
425,wchildep5,104564,Cinéma
124,rouryp6,46343,BTS
445,esobeyp7,962826,Photographie
283,afloatp8,222514,The Office
369,hmapstonep9,927316,Technologie
146,fsetteringtonpa,137191,Euphoria
79,bmcnicklepb,99550,Diaspora africaine
449,wcrookpc,813024,OM
429,asarlepd,763384,Technologie
497,bwebberpe,32280,Programmation
485,gdaintrypf,721752,Diaspora africaine
30,dmcteerpg,85158,Programmation
464,cskuceph,560903,Philosophie
390,mrosenblumpi,966479,Écologie
270,risardpj,363374,Streetwear
239,lankerspk,182313,OM
412,dmeldonpl,708735,Woke Twitter
113,phessepm,450783,Philosophie
379,asouthwickpn,731642,Netflix
441,tkluspo,611988,Shitpost
227,dwoodardpp,613172,Anime
97,dgoodierpq,73204,Cinéma
516,mmurrumpr,401555,Journalisme indépendant
403,omellodyps,491074,Rock
547,bslowleypt,464028,Tatouage
139,jhelkinpu,798489,Humour
108,cbaldockpv,221226,Cinéma
223,nmainstonepw,143889,Football
313,emackombpx,582478,Mèmes
309,vvanzonpy,406518,Crypto
183,fbisphampz,257811,Information
324,cviscoq0,297804,Influenceurs
113,oivushkinq1,957044,Cinéma
26,jchapleoq2,503467,Photographie
141,rguerrieroq3,473477,Écologie
266,csabatierq4,266812,PSG
300,bhalsallq5,817275,Information
358,rfenckq6,715238,Mèmes
533,tsherbrookeq7,199784,Manga
265,wallawayq8,219367,Real Madrid
180,cyvesq9,298557,Rap français
19,nskeldingqa,474965,Beyoncé
49,mgiriardelliqb,605912,Rock
194,cbeesleyqc,375514,Jazz
372,adearqd,919018,Crypto
486,idolleyqe,248849,Rap français
154,hkubistaqf,58102,HBO
498,gsexqg,345009,Rap français
362,tgreenroaqh,283956,Dev Twitter
404,lfranzqi,758812,Rap français
477,mfreeberneqj,271172,Prime Video
397,bmunginqk,275109,Rap français
464,apotburyql,122058,Géopolitique
193,cbrommageqm,230284,Zemmouriens
154,cdoddingqn,820734,Activisme
187,lburleyqo,31449,Technologie
301,bbelfeltqp,474441,Aya Nakamura
412,lcossonqq,237330,Communauté noire
476,lpachmannqr,431200,Dev Twitter
126,peshqs,926641,The Office
212,sdrysdellqt,615148,Humour
403,grizzettiqu,565726,Technologie
405,cninehamqv,451158,LGBTQ+
35,lclowsleyqw,809445,Philosophie
119,aduffyqx,79723,Football
511,hpietzkerqy,827893,Journalisme indépendant
197,lallsobrookqz,799616,Streetwear
493,gscawnr0,678530,Géopolitique
483,gscrammager1,388398,Netflix
105,mpepperr2,916126,Électro
504,abernhartr3,921827,NBA
40,atoppasr4,113935,Communauté noire
441,thargessr5,285421,Aya Nakamura
218,apauluzzir6,535821,Netflix
75,garonsteinr7,979646,Rap US
449,tsargersonr8,389077,Programmation
429,rdeverer9,985433,Stranger Things
475,gpuntonra,288812,Photographie
432,cmacnockaterrb,455834,Travis Scott
451,gsandwickrc,404575,Humour
326,hmcettrickrd,284601,Mode
395,ndanielsenre,46476,Photographie
381,cwhitehornrf,174112,Beyoncé
292,cbroughtonrg,197958,Crypto
316,tcaustickrh,486030,Zemmouriens
76,smarchingtonri,610294,YouTube
547,idarceyrj,568881,Euphoria
453,jbingellrk,23614,Zemmouriens
68,efoxenrl,393961,Tatouage
150,vgregorirm,499204,Fact-checking
156,amenichellirn,456262,Aya Nakamura
137,aephgravero,689008,The Office
69,dhuzzayrp,301521,Cinéma
472,bbernardotterq,492398,Beyoncé
194,tmottonrr,719151,Tatouage
104,lgossage0,243999,Elon Musk
211,ecrossfield1,855865,Humour
317,mbuttwell2,206825,YouTube
525,mfist3,646978,Géopolitique
434,bselbie4,553973,PSG
36,rscripture5,880852,Anime
36,ksaunder6,322725,NBA
223,ccoopman7,293738,Threads
511,jprendergrast8,343602,Diaspora africaine
245,kkeppe9,388674,Journalisme indépendant
289,jthiesea,79168,Zemmouriens
413,sjorgb,691098,HBO
237,eborrowmanc,956528,Shitpost
402,ccaryd,305663,Real Madrid
249,dkittere,826695,Diaspora africaine
433,epirduef,939145,Illustration
207,etowleg,811195,Influenceurs
231,mplunketth,231997,Stranger Things
292,vharesnaipi,149361,Programmation
311,elowellj,878531,Politique
307,anealandk,500734,K-pop
53,jgeatorl,452007,Diaspora africaine
458,ccaldayroum,322573,Zemmouriens
405,csherviln,817274,Stranger Things
7,twacketto,273687,Électro
164,mjurgensonp,510398,Électro
278,mkinnenq,82580,Crypto
122,kfiddimanr,988146,Crypto
540,mcobellos,427885,Rap français
269,slivermoret,457636,PSG
99,mgreenhalghu,571142,BTS
301,ajonesv,398182,Humour
517,pdykaw,318493,Design
386,rtottiex,719231,Aya Nakamura
311,fchippindally,474989,Anime
145,mfullomz,670687,Real Madrid
278,gsmidmoor10,54120,Illustration
95,vblakeslee11,982210,Prime Video
498,rpammenter12,447301,Prime Video
425,mgerlack13,539370,Mèmes
543,rgoodchild14,787063,Euphoria
506,pbrosius15,355892,Beyoncé
386,ebreston16,637062,Géopolitique
248,isummerton17,684883,Partis politiques
58,prigmand18,39981,Twitch
477,cboddis19,916679,Shitpost
251,sbraiden1a,731940,PSG
180,pmanicomb1b,399303,Politique
119,cdukelow1c,408906,OM
308,mmcmurrugh1d,809964,K-pop
237,bbrunelli1e,587109,Elon Musk
441,apendre1f,401730,Féminisme
458,scusworth1g,447929,Stranger Things
197,dredferne1h,533368,Fact-checking
102,sdoberer1i,605373,Streetwear
66,ggainsboro1j,15820,Euphoria
363,whedan1k,63325,Histoire
138,bbandy1l,990058,Real Madrid
126,cbrownlow1m,394361,Histoire
79,mmecozzi1n,786569,Féminisme
186,dcancellor1o,941453,Géopolitique
146,mnorridge1p,231620,Aya Nakamura
213,bpidcock1q,239379,K-pop
212,hheyworth1r,577478,Philosophie
44,erizzolo1s,88195,Football
239,lstanyer1t,408347,Football
58,mhutchins1u,527640,Information
444,cbiddlecombe1v,343427,The Office
201,fmaybery1w,276584,Zemmouriens
427,jblunsom1x,373243,LGBTQ+
172,tgoucher1y,540847,Technologie
241,jinsall1z,647666,Géopolitique
128,rcolegrove20,264320,Influenceurs
39,wfrankum21,395184,Twitch
29,rjollye22,915815,Twitch
7,abuesden23,462678,Journalisme indépendant
528,rhudless24,504955,Art
156,sceeley25,127537,Philosophie
251,xbramelt26,239701,Géopolitique
155,tjoreau27,858340,Woke Twitter
352,lwitcomb28,282487,Threads
282,mwahncke29,890271,Féminisme
515,ebratty2a,369956,Beyoncé
277,alathaye2b,77972,Rap français
75,jguynemer2c,37829,Illustration
513,falam2d,247426,Communauté noire
254,coxshott2e,619453,Stranger Things
121,vweafer2f,775000,Géopolitique
83,grathborne2g,334488,Information
496,psaffon2h,144002,Shitpost
259,bnottingam2i,5985,Rock
115,cgobel2j,803736,Football
282,mkinnock2k,615187,Elon Musk
202,sheintsch2l,730032,Activisme
430,mdeyes2m,226746,Euphoria
234,gedscer2n,335171,Zemmouriens
500,urossbrook2o,4066,Mèmes
252,slocker2p,255262,Partis politiques
469,tpestell2q,562057,BTS
374,espinella2r,892333,Prime Video
89,ksabattier2s,459841,Jazz
276,rtrevaskis2t,456103,Prime Video
74,abucklee2u,824610,Rock
445,rpigne2v,431905,K-pop
210,ddugan2w,836425,Influenceurs
171,bathelstan2x,423936,Streetwear
304,jpetruskevich2y,520670,K-pop
154,sglidder2z,65219,Zemmouriens
35,mtripcony30,623967,Géopolitique
35,bblaza31,357069,Géopolitique
249,eminnis32,257821,Électro
518,mwandrey33,667001,Féminisme
258,ogrute34,19193,Rap US
218,igauntlett35,408450,Anime
213,vsandercroft36,227977,Web3
152,mfrango37,994452,Rock
410,caleevy38,640658,HBO
511,kmillthorpe39,852613,Art
360,adoerren3a,393724,NBA
65,tzecchii3b,920237,The Office
289,rwalling3c,263870,Information
283,bcurtain3d,486194,Jazz
381,jjurisic3e,984166,Programmation
14,alackeye3f,201248,Real Madrid
7,kkegan3g,531297,K-pop
494,pkauscher3h,741760,Humour
333,rcolisbe3i,746262,OM
335,dstoeckle3j,760906,Fact-checking
534,tdanilchenko3k,218611,Football
472,mfarnes3l,266094,Euphoria
51,cdepka3m,525640,Euphoria
113,abartholat3n,440615,Cinéma
153,tmerle3o,396973,Design
285,tclutterbuck3p,134731,Partis politiques
190,pshepheard3q,541868,Partis politiques
490,kbrear3r,588146,Beyoncé
249,elamers3s,671905,OM
459,mdanielovitch3t,344348,Rock
61,adoodney3u,506038,Beyoncé
339,haguilar3v,8520,Dev Twitter
513,kflatman3w,314212,Écologie
222,fpoulden3x,79810,OM
485,bwilse3y,501891,Culture populaire
377,hwilderspoon3z,547533,Journalisme indépendant
306,ahirschmann40,931180,Threads
263,dgitsham41,809375,Woke Twitter
36,crhymer42,308459,Netflix
136,mhyne43,864953,NBA
414,cambrogelli44,920254,Manga
431,vgeerling45,145943,Illustration
456,npietsma46,629782,Activisme
125,emyott47,896249,HBO
11,pdemattei48,196353,Beyoncé
367,cluisetti49,809317,Manga
336,mbirney4a,898535,Illustration
190,pzaniolo4b,498078,Anime
199,acootes4c,179238,Histoire
51,vtrevor4d,74319,PSG
234,wmillions4e,578542,Woke Twitter
122,cchadburn4f,329092,Écologie
198,syouhill4g,296824,Crypto
144,ringle4h,273711,Real Madrid
530,tmcgiveen4i,403340,Journalisme indépendant
288,cdonati4j,34232,Travis Scott
217,hfealey4k,154515,Mode
324,leves4l,69894,Woke Twitter
250,sdevericks4m,276835,Mèmes
339,pbartoli4n,726570,Programmation
145,iwhiteson4o,436739,Anime
29,yjevons4p,693441,Rock
488,crapin4q,196190,Photographie
235,jpalmar4r,18159,Philosophie
80,medwinson4s,592624,Shitpost
134,cbannister4t,308185,Woke Twitter
123,tlancastle4u,694175,Jazz
237,arossbrook4v,528353,Design
23,rbrissenden4w,259220,Illustration
60,hdaleman4x,175241,Diaspora africaine
56,vjobb4y,568847,Jazz
522,pmilberry4z,536839,Football
106,slochhead50,767960,Woke Twitter
360,soganesian51,964613,BTS
427,mkirtland52,860714,Anime
338,jedelheid53,558486,Humour
56,iquinsee54,394421,Communauté noire
395,teakens55,909839,Twitch
54,lcouch56,624759,Politique
542,cgoulbourn57,205644,Journalisme indépendant
228,mmcclelland58,276522,Influenceurs
531,hcantle59,308907,Manga
403,hmarriner5a,55435,Cinéma
9,rcalver5b,248374,Rap US
433,wwillavoys5c,925343,Mèmes
428,mregi5d,904355,Électro
210,rdenslow5e,997066,Elon Musk
26,nroyan5f,970801,NBA
172,rmerchant5g,256726,Jazz
405,ekiddle5h,737981,Netflix
316,mallix5i,908672,Journalisme indépendant
97,cjorgensen5j,509751,Woke Twitter
251,aallam5k,300375,PSG
202,ajelk5l,386431,Aya Nakamura
76,mmackibbon5m,211352,The Office
251,tcaselli5n,471761,Threads
480,fgluyus5o,155598,Philosophie
511,djimes5p,268684,Technologie
476,rmccauley5q,321861,Cinéma
311,rbatch5r,38555,Streetwear
330,hoxbe5s,525848,Aya Nakamura
408,lmarshalleck5t,682513,Jazz
242,scheek5u,893975,Elon Musk
381,dhefferan5v,80146,The Office
480,mnorkett5w,934479,Beyoncé
69,cedmead5x,861761,Stranger Things
170,cservante5y,919865,HBO
469,tlee5z,362059,Beyoncé
506,zhugonneau60,948738,Diaspora africaine
461,jdemaria61,232575,Féminisme
446,pskylett62,373987,Technologie
266,swhartonby63,705816,Fact-checking
126,kmcdyer64,514742,IA
279,pjarret65,313153,Rock
447,dandrosik66,228410,Art
307,eboston67,176221,Real Madrid
186,cmatejic68,470655,Politique
309,asmithies69,62884,Art
194,ldeguara6a,579368,Politique
230,uscholl6b,405332,Shitpost
263,ccassin6c,239766,Manga
332,adifrancecshi6d,191451,Travis Scott
478,gseamons6e,886945,Web3
319,ohaddleston6f,881868,Géopolitique
393,dpeasey6g,27850,Prime Video
376,tsybry6h,395623,Crypto
377,bthorsby6i,636678,Photographie
503,sflorence6j,337072,Travis Scott
314,cbreznovic6k,854917,Twitch
188,cgibbings6l,722989,Web3
276,mmachin6m,798224,Culture populaire
547,bosgodby6n,975366,Jazz
538,cdemorena6o,374257,Technologie
420,osandars6p,433148,Design
235,dakers6q,418879,Fact-checking
158,mdelamaine6r,803619,Technologie
482,jgruczka6s,53465,Activisme
528,dhandrek6t,23674,Mode
463,edowse6u,522737,Cinéma
3,mfollett6v,267126,Twitch
167,mcrat6w,248116,Diaspora africaine
492,tjosselson6x,551463,NBA
526,aerington6y,451179,Football
347,squinby6z,293288,Programmation
521,jwabersich70,281145,Stranger Things
256,bgrigaut71,740530,Information
400,hharris72,648484,Rock
43,glayborn73,146769,Woke Twitter
116,ceickhoff74,597168,Influenceurs
268,somoylane75,937344,Stranger Things
547,nclac76,426639,Crypto
434,fpaddefield77,357547,Culture populaire
354,gjockle78,811442,Twitch
417,lkennelly79,564199,Diaspora africaine
229,aklambt7a,971006,The Office
372,wspencer7b,27876,Programmation
497,tkeningham7c,936251,Jazz
404,dwanell7d,881309,Programmation
277,eguiden7e,421625,Twitch
83,ghabbal7f,512043,Politique
131,glunck7g,140021,Influenceurs
320,ldamato7h,306231,LGBTQ+
424,jtraviss7i,119593,Design
15,dcargen7j,848482,Art
297,kfort7k,586555,HBO
68,aklesl7l,305071,Real Madrid
105,nshearmer7m,770897,Politique
45,dgiraldez7n,841404,Tatouage
24,hrobeson7o,801898,Technologie
114,gsherrell7p,738766,YouTube
273,mdhenin7q,985503,Électro
68,thubback7r,441612,Rap français
131,dskyner7s,957836,Journalisme indépendant
489,gheasly7t,386167,Crypto
63,smathew7u,407827,Elon Musk
14,lmaryon7v,223146,Politique
96,reverett7w,205920,Zemmouriens
354,kkobiela7x,328190,Mode
434,sbille7y,297374,Manga
395,breedyhough7z,691867,The Office
7,hadamou80,344756,Football
142,tsomerfield81,878493,Twitch
104,wattaway82,190010,Beyoncé
179,ocressy83,42542,Web3
26,ffust84,334887,Art
106,delsay85,352388,Mèmes
93,vlaker86,705693,Philosophie
473,hhartin87,911630,Philosophie
465,rgrime88,419802,Illustration
259,ebroseman89,458872,PSG
80,apresdee8a,882340,Woke Twitter
468,ggruszecki8b,841866,Cinéma
435,nwickendon8c,449692,Jazz
239,jmenure8d,181689,Géopolitique
384,sgrouse8e,924748,Philosophie
242,acassel8f,425530,Rap US
271,jtoffoletto8g,514847,Fact-checking
286,hmaceveley8h,352058,Crypto
277,bgartenfeld8i,110924,Elon Musk
303,ipentecost8j,466773,Netflix
319,bbrownsworth8k,359157,Illustration
37,vpresswell8l,317314,Cinéma
401,glebel8m,828947,Information
52,mgrishenkov8n,174782,The Office
217,wgreeno8o,790166,Jazz
322,smullord8p,623600,YouTube
475,mbrobyn8q,819890,Communauté noire
398,kparkman8r,777022,Design
397,mnangle8s,946968,Threads
526,gburchell8t,650070,Humour
544,acromett8u,842369,Travis Scott
195,mmclenahan8v,44130,Diaspora africaine
513,ftrippick8w,322252,Design
141,dcornelis8x,595066,Anime
190,emangam8y,917987,Photographie
36,cachromov8z,13388,Philosophie
378,ccarson90,218495,Design
146,skinnock91,400648,K-pop
203,bpeschmann92,243028,Dev Twitter
197,csarrell93,691595,Programmation
480,fbittlestone94,518744,The Office
315,hcuruclis95,407339,Rap français
477,emcellen96,927284,Programmation
237,dtenant97,584331,The Office
323,adunklee98,374247,Écologie
463,cspeight99,681487,Diaspora africaine
480,yugolini9a,808549,Aya Nakamura
114,rlefrank9b,353572,Partis politiques
71,vkneesha9c,130621,Rock
214,ofulle9d,852340,PSG
441,mdelaharpe9e,635899,Diaspora africaine
15,skeyhoe9f,421531,Journalisme indépendant
260,bsawood9g,717494,Elon Musk
345,tgammon9h,499352,Travis Scott
308,lridgers9i,105281,Diaspora africaine
173,jbooy9j,973064,Tatouage
156,ksigars9k,543916,Diaspora africaine
273,sdeverson9l,672953,Woke Twitter
359,ajanusz9m,544564,Rock
309,amclelland9n,627955,Anime
403,rbamlett9o,266013,BTS
183,hwinkell9p,512676,Rock
13,fgisbourn9q,17280,Diaspora africaine
393,mdeguara9r,12743,Programmation
147,tkemwall9s,220076,Culture populaire
65,kwhyffen9t,462801,Programmation
392,adevere9u,974688,Humour
125,dradley9v,996870,Écologie
55,cdukes9w,212016,Jazz
241,blondon9x,746836,Fact-checking
137,tbroggetti9y,986783,Shitpost
94,mjoule9z,899513,Photographie
492,ccoldwella0,22389,Diaspora africaine
277,npatershalla1,210447,Mèmes
43,fmolda2,318816,Jazz
513,jridela3,755297,Humour
379,fpietruschkaa4,81244,Travis Scott
18,flombardoa5,965350,Twitch
98,tsolleya6,490024,Cinéma
2,bbaistowa7,798415,The Office
60,znormavillea8,145200,Aya Nakamura
158,ccoopmana9,993271,Beyoncé
346,adowaa,495367,Rock
348,gwhitwoodab,303119,Communauté noire
314,hstraffordac,23345,PSG
119,ltarbathad,2831,Communauté noire
188,dtroilletae,198045,Électro
301,ldunkleyaf,180076,Communauté noire
20,emullinag,969430,Diaspora africaine
246,eantowskiah,267568,HBO
516,tsaiceai,459604,Politique
402,ajeanesaj,272590,Illustration
364,cleghak,580714,Communauté noire
365,jlavingtonal,921207,Jazz
333,demmettam,581743,Humour
7,mtanzeran,317591,Netflix
160,mteggartao,819878,Anime
428,njeanninap,947916,Euphoria
394,ngatrellaq,314876,Activisme
356,tsambalsar,817663,Crypto
56,splaidas,227438,HBO
208,vtavernerat,200261,Technologie
154,ctomblesonau,737098,Mèmes
368,gbidewellav,474505,Mèmes
516,jsalzburgeraw,737612,Anime
489,bmcgoldrickax,549297,Threads
468,wansteysay,723983,Football
165,bsenechaultaz,994398,Cinéma
358,theatonb0,979513,Partis politiques
308,tedgarb1,262212,Humour
25,cprogerb2,427404,Netflix
236,cbrickb3,331550,Fact-checking
477,ssharkb4,650938,K-pop
205,cpeplerb5,479419,Web3
523,isallarieb6,287554,Cinéma
528,mkitterb7,7076,Streetwear
346,stoderbruggeb8,258370,Threads
336,jparfittb9,344761,Real Madrid
243,lgrationba,97462,Streetwear
431,apridgeonbb,781851,IA
497,bdrissellbc,198260,OM
273,bstachinibd,34974,Journalisme indépendant
226,wizaacbe,507287,Zemmouriens
508,psprigingsbf,499307,Journalisme indépendant
377,bdiniscobg,497591,Anime
403,gormebh,60694,Photographie
484,bnorthbridgebi,766873,Beyoncé
229,obellebj,921073,Activisme
301,lscottingbk,827805,Shitpost
379,gleverentzbl,47053,Netflix
234,wplaskettbm,797900,Design
539,atarlingbn,477137,Prime Video
386,uboundbo,756200,Électro
530,ljeaffersonbp,92572,Technologie
182,mtinkerbq,761026,Aya Nakamura
56,ngillinghamsbr,189902,Zemmouriens
430,ematheybs,342998,Partis politiques
